metro,date,region_id,city,state,size_rank,value_type,mean_value
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_zhvi,646939.7058823529
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_sale_price,512926.6666666667
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2009-12-01,395057,San Francisco,CA,11,median_income,73521.59
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_zhvi,649444.8529411765
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_sale_price,524761.6666666666
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,370.38848000976316
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_zhvi,650633.8235294118
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_sale_price,527138.3333333334
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,372.2518798774707
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_zhvi,649918.3823529412
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_sale_price,528211.6666666666
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,369.3500236172212
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-03-01,395057,San Francisco,CA,11,median_income,72999.45
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_zhvi,648713.2352941176
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_sale_price,512826.6666666667
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,369.4970746439396
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_zhvi,649134.5588235294
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_sale_price,502905
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,369.6010373405336
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_zhvi,649630.1470588235
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_sale_price,502960
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,366.7727497944386
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-06-01,395057,San Francisco,CA,11,median_income,73006.01
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_zhvi,644135.7664233577
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_sale_price,507680
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,364.45491554543486
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_zhvi,641439.4160583941
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_sale_price,514726.6666666667
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,363.6624025613799
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_zhvi,637091.2408759124
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_sale_price,516161.6666666667
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_zri,2422.542074074074
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,360.5433990771659
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-09-01,395057,San Francisco,CA,11,median_income,72890.05
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_zhvi,632133.5766423357
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_sale_price,511163.3333333333
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_zri,2442.961230769231
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,357.44571053177225
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_zhvi,628559.8540145985
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_sale_price,509006.6666666667
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_zri,2493.556762589928
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,355.41970085279263
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_zhvi,625243.795620438
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_sale_price,505320
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_zri,2480.688260869565
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,350.97887975182186
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2010-12-01,395057,San Francisco,CA,11,median_income,72871.76
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_zhvi,620034.3065693431
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_sale_price,506606.6666666667
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_zri,2465.669
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_rental_price,1850
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,347.8297943244557
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,0.9914791801999592
San Francisco-Oakland-Hayward,2011-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_zhvi,615166.4233576643
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_sale_price,496596.6666666667
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_zri,2431.4562857142855
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_rental_price,1785.625
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,344.20177492621417
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.0610861808233127
San Francisco-Oakland-Hayward,2011-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_zhvi,611189.0510948905
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_sale_price,482901.6393442623
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_zri,2397.007285714286
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_rental_price,1810
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,345.9870048753182
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.0480843449231774
San Francisco-Oakland-Hayward,2011-03-01,395057,San Francisco,CA,11,median_income,73138.14
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_zhvi,607772.2627737226
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_sale_price,469803.2786885246
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_zri,2373.6258992805756
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_rental_price,1842
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,345.01089284755625
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.0505055149821863
San Francisco-Oakland-Hayward,2011-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_zhvi,604079.5620437956
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_sale_price,465878.68852459016
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_zri,2373.293
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_rental_price,1765
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,345.7054646710736
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.0490121434277149
San Francisco-Oakland-Hayward,2011-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_zhvi,601008.7591240876
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_sale_price,464069.84126984124
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_zri,2384.5487857142857
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_rental_price,1684
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,344.7238279199924
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.0835505737729192
San Francisco-Oakland-Hayward,2011-06-01,395057,San Francisco,CA,11,median_income,73319.12
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_zhvi,599170.0729927007
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_sale_price,464878.125
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_zri,2404.344255319149
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_rental_price,1692
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,343.49632399661454
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.0717834309186305
San Francisco-Oakland-Hayward,2011-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_zhvi,598600.7299270073
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_sale_price,470690.625
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_zri,2427.419361702128
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_rental_price,1694
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,340.75348070295894
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.4464547170051343
San Francisco-Oakland-Hayward,2011-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_zhvi,597556.9343065694
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_sale_price,472552.3076923077
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_zri,2434.6059999999998
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_rental_price,1699.5
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,340.79188282461337
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.4745732592533642
San Francisco-Oakland-Hayward,2011-09-01,395057,San Francisco,CA,11,median_income,73448.62
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_zhvi,596677.3722627737
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_sale_price,473426.1538461539
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_zri,2450.055142857143
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_rental_price,1707.5
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,336.00302649496655
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.5491161133835505
San Francisco-Oakland-Hayward,2011-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_zhvi,597054.0145985401
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_sale_price,474520
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_zri,2461.945142857143
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_rental_price,1729.5
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,334.27369285930047
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.4554327889155076
San Francisco-Oakland-Hayward,2011-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_zhvi,597385.401459854
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_sale_price,470252.3076923077
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_zri,2469.4555714285716
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_rental_price,1688
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,332.3322987048254
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.744976481745867
San Francisco-Oakland-Hayward,2011-12-01,395057,San Francisco,CA,11,median_income,73320.78
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_zhvi,597127.00729927
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_sale_price,470923.07692307694
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_zri,2472.437142857143
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_rental_price,2126.6428571428573
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,332.7824742921844
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.771333703184997
San Francisco-Oakland-Hayward,2012-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_zhvi,598773.7226277372
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_sale_price,465941.53846153844
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_zri,2479.9278723404254
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_rental_price,2138.214285714286
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,335.61648963451
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.8100526411219529
San Francisco-Oakland-Hayward,2012-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_zhvi,602879.5620437956
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_sale_price,463698.46153846156
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_zri,2484.4221276595745
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_rental_price,2203
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,339.1885664504282
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.7390758381194789
San Francisco-Oakland-Hayward,2012-03-01,395057,San Francisco,CA,11,median_income,73940.77
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_zhvi,607919.7080291971
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_sale_price,461364.6153846154
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_zri,2491.5867375886523
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_rental_price,2133.75
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,344.1175156841878
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.7787536282601082
San Francisco-Oakland-Hayward,2012-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_zhvi,614272.2627737226
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_sale_price,464338.46153846156
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_zri,2499.821418439716
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_rental_price,2325.75
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,350.61895134635165
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.8236111322795117
San Francisco-Oakland-Hayward,2012-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_zhvi,621941.605839416
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_sale_price,474204.6153846154
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_zri,2513.598865248227
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_rental_price,2387
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,354.97464688297526
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.8235584526083861
San Francisco-Oakland-Hayward,2012-06-01,395057,San Francisco,CA,11,median_income,74631.15
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_zhvi,628164.4927536232
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_sale_price,486870.76923076925
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_zri,2512.2121428571427
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_rental_price,2368.75
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,357.25607044906366
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.8202633912038035
San Francisco-Oakland-Hayward,2012-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_zhvi,636602.8985507246
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_sale_price,504164.6153846154
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_zri,2541.5200714285716
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_rental_price,2374.25
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,358.9991068642693
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.965406132018483
San Francisco-Oakland-Hayward,2012-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_zhvi,646742.7536231884
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_sale_price,521442.42424242425
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_zri,2548.8109219858156
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_rental_price,2369
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,361.56754158681986
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,1.926697609083043
San Francisco-Oakland-Hayward,2012-09-01,395057,San Francisco,CA,11,median_income,75687.78
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_zhvi,657839.1304347826
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_sale_price,540752.2388059702
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_zri,2552.0219285714284
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_rental_price,2371.45
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,364.8707512130711
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,1.9804947856558575
San Francisco-Oakland-Hayward,2012-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_zhvi,667177.536231884
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_sale_price,543729.8507462686
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_zri,2545.3487142857143
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_rental_price,2292.5
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,368.464627756302
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,2.0483602763003645
San Francisco-Oakland-Hayward,2012-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_zhvi,675017.3913043478
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_sale_price,548975
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_zri,2541.8169285714284
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_rental_price,2342.45
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,372.55656493567403
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,2.0403437284444075
San Francisco-Oakland-Hayward,2012-12-01,395057,San Francisco,CA,11,median_income,77770.74
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_zhvi,683445.3237410072
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_sale_price,549230.4347826086
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_zri,2545.887101449275
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_rental_price,2419.9
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,377.83358868952877
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,2.0227440966019006
San Francisco-Oakland-Hayward,2013-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_zhvi,693877.6978417266
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_sale_price,557963.3802816902
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_zri,2560.2872340425533
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_rental_price,2396.4
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,384.3336502152204
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,2.0479521202436386
San Francisco-Oakland-Hayward,2013-02-01,NA,NA,NA,NA,median_income,NA
